value_w,momentum_w,quality_w,growth_w,total_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,profit_factor,total_trades,final_value
0.25,0.5,0.0,0.25,146.71576603815868,3.950597803381502,8.234194121863775,0.2320167415089169,0.4394160583941606,1.4191635139663004,2740,7385788301.907934
0.4,0.35,0.1,0.15,109.72793206575369,3.5141699514600333,8.222727563617383,0.3439457851313732,0.46744499326448136,1.6574109864464681,2227,5536396603.287684
0.35,0.35,0.05,0.25,141.3612672782141,3.8924138056669983,8.20067928833546,0.4501228899964321,0.45454545454545453,1.4214356639261476,2453,7118063363.910704
0.35,0.4,0.05,0.2,143.9892275661457,3.921152722477199,8.18254110358029,0.30514523415203115,0.45454545454545453,1.417675635136764,2464,7249461378.307285
0.0,0.4,0.3,0.3,102.94829561826626,3.42376028862589,8.17455541241309,0.16546453495528307,0.45087196937473417,1.550209241385553,2351,5197414780.913313
0.1,0.5,0.1,0.3,146.23694360310387,3.9454536939586076,8.173715807303024,0.23423543694023083,0.4396240057845264,1.370869826384712,2766,7361847180.155193
0.05,0.55,0.15,0.25,133.21290309875926,3.8009452684825584,8.168941541923845,0.25236279792521826,0.43947175348495965,1.3546267430897416,2726,6710645154.937963
0.15,0.45,0.15,0.25,124.45951072332443,3.698376137993658,8.14524438531464,0.21288423203692014,0.44871316672883255,1.3818205215466757,2681,6272975536.166222
0.2,0.5,0.2,0.1,122.15579904243062,3.670577194215171,8.123976973327947,0.26317623967155584,0.47584887613582016,1.5797520654145796,2091,6157789952.121531
0.35,0.3,0.05,0.3,156.4102870619399,4.052394578235176,8.122528010006217,0.37478884329632417,0.44940598115526426,1.4721208871176321,2441,7870514353.096994
0.05,0.55,0.1,0.3,135.20554185214888,3.8236547812143007,8.110287383137685,0.25561701133275544,0.43769855277091424,1.3514384767142726,2833,6810277092.607444
0.35,0.55,0.05,0.05,146.07026444112725,3.943660349790197,8.101271033563485,0.256302506127707,0.44886363636363635,1.500679221330922,2464,7353513222.056362
0.3,0.45,0.1,0.15,137.22333602819634,3.846421990975993,8.0601624874459,0.33757420236699465,0.4575645756457565,1.4990959552476704,2439,6911166801.409817
0.25,0.4,0.15,0.2,122.83268939076542,3.678781658390877,8.04416159579093,0.37384831732734275,0.459656652360515,1.5697497152691984,2330,6191634469.538271
0.15,0.3,0.3,0.25,80.84190557922311,3.097709338696566,8.040418796557306,0.1732502709869506,0.4905778894472362,1.5453214217953404,1592,4092095278.9611554
0.35,0.3,0.15,0.2,108.50691566878565,3.498170582529374,8.02592021317006,0.2847544760316919,0.4792079207920792,1.5670197660554075,2020,5475345783.439282
0.3,0.35,0.15,0.2,106.02472371394992,3.465267883606362,8.007792774408816,0.2763988477202008,0.46994033960532355,1.5435598849034935,2179,5351236185.697496
0.0,0.55,0.25,0.2,100.07050844498391,3.384169856029618,8.003384005340113,0.21255515455620227,0.4504032258064516,1.4353821150876216,2480,5053525422.249196
0.05,0.55,0.2,0.2,114.26874544642712,3.572638354581671,7.999113604104152,0.19667670512777957,0.4476007677543186,1.3972743424284817,2605,5763437272.321356
